ID,Term,POS,NEG,NEU,TOTAL
975,music selection,9,2,0,11
976,roasted chicken,9,2,0,11
977,arrangement,9,2,0,11
978,wait service,9,1,1,11
979,roast pork,9,1,1,11
980,accent,9,1,1,11
981,painting,9,1,1,11
982,buffalo wing,9,1,1,11
983,doughnut,9,1,1,11
984,social distancing,9,1,1,11
985,smoothy,9,1,1,11
986,potato pancake,9,1,1,11
987,mixed grill platter,9,1,1,11
988,flautas,9,1,1,11
989,huevos rancheros,9,1,1,11
990,banquet hall,9,1,1,11
991,fusion,9,0,2,11
992,lunch box,9,0,2,11
993,store,8,3,0,11
994,decore,8,3,0,11
995,renovation,8,2,1,11
996,chicken tikka masala,8,2,1,11
997,mojitos,8,2,1,11
998,tagliatelle,8,2,1,11
999,singapore noodle,8,1,2,11
1000,chimi,8,1,2,11
1001,cocktails,8,0,3,11
1002,soondubu,8,0,3,11
1003,safety,7,4,0,11
1004,outside,7,4,0,11
1005,bread basket,7,4,0,11
1006,eggs benedict,7,3,1,11
1007,porridge,7,2,2,11
1008,feta,7,2,2,11
1009,california roll,7,2,2,11
1010,eggplant parm,7,2,2,11
1011,piccata,7,2,2,11
1012,kung pao chicken,7,1,3,11
1013,kebap,7,1,3,11
1014,table service,6,4,1,11
1015,delivery time,6,4,1,11
1016,tablecloth,6,3,2,11
1017,recipe,6,3,2,11
1018,prepare,6,3,2,11
1019,kabsa,6,3,2,11
1020,coat check,6,3,2,11
1021,mezze,6,2,3,11
1022,raw bar,6,2,3,11
1023,makhani,6,2,3,11
1024,mac & cheese,6,2,3,11
1025,porterhouse,6,2,3,11
1026,collard,6,1,4,11
1027,egg foo young,5,6,0,11
1028,pakora,5,3,3,11
1029,ropa vieja,5,2,4,11
1030,grill cheese,5,2,4,11
1031,ham,4,3,4,11
1032,fajita,4,1,6,11
1033,waiting,3,8,0,11
1034,washroom,3,6,2,11
1035,uni,3,5,3,11
1036,chicken roll,3,5,3,11
1037,appearance,2,9,0,11
1038,shirt,2,8,1,11
1039,spoon,2,8,1,11
1040,reservation time,1,8,2,11
1041,cucumber,1,6,4,11
1042,service charge,0,11,0,11
1043,statue,10,0,0,10
1044,seafood dish,10,0,0,10
1045,spot,10,0,0,10
1046,folk,10,0,0,10
1047,bar staff,10,0,0,10
1048,beet,10,0,0,10
1049,pub,10,0,0,10
1050,pack,9,1,0,10
1051,food drink,9,1,0,10
1052,gm,9,1,0,10
1053,knafeh,9,1,0,10
1054,general manager,9,1,0,10
1055,garden,9,1,0,10
1056,birria,9,1,0,10
1057,kunefe,9,0,1,10
1058,owner / manager,8,2,0,10
1059,pairing,8,1,1,10
1060,grouper,8,1,1,10
1061,photo,8,1,1,10
1062,shishito pepper,8,1,1,10
1063,e pepe,8,1,1,10
1064,pancakes,8,0,2,10
1065,chicken breast,7,3,0,10
1066,general tso ' s chicken,7,2,1,10
1067,soup dumplings,7,2,1,10
1068,torta,7,2,1,10
1069,takoyaki,7,2,1,10
1070,sampler,7,1,2,10
1071,mongolian beef,7,1,2,10
1072,taste menu,7,1,2,10
1073,ceviche mixto,7,1,2,10
1074,bake ziti,7,0,3,10
1075,tabouleh,6,4,0,10
1076,men,6,4,0,10
1077,behavior,6,4,0,10
1078,manicotti,6,3,1,10
1079,dal makhani,6,3,1,10
1080,injera,6,3,1,10
1081,sambhar,6,3,1,10
1082,chicken francese,6,3,1,10
1083,shrimp roll,6,2,2,10
1084,chicken milanese,6,2,2,10
1085,raita,6,2,2,10
1086,appam,6,1,3,10
1087,barbecue,6,1,3,10
1088,distancing,6,0,4,10
1089,service quality,5,5,0,10
1090,chicken leg,5,4,1,10
1091,zucchini,5,3,2,10
1092,rack of lamb,5,2,3,10
1093,dietary,5,1,4,10
1094,margherita,5,1,4,10
1095,caprese salad,5,1,4,10
1096,lamprais,5,1,4,10
1097,hand,4,5,1,10
1098,mangu,4,3,3,10
1099,dim,4,2,4,10
1100,tempura roll,4,1,5,10
1101,galbi,4,1,5,10
1102,etiquette,3,7,0,10
1103,soap,3,7,0,10
1104,base,3,6,1,10
1105,side salad,3,6,1,10
1106,spaetzle,3,4,3,10
1107,bouncer,2,7,1,10
1108,stage,2,5,3,10
1109,toilet paper,1,9,0,10
1110,policy,1,9,0,10
1111,architecture,9,0,0,9
1112,deck,9,0,0,9
1113,noodle dish,9,0,0,9
1114,chicken chop,9,0,0,9
1115,lunch deal,9,0,0,9
1116,jill,9,0,0,9
1117,cusine,8,1,0,9
1118,menu choice,8,1,0,9
1119,story,8,1,0,9
1120,steak tartare,8,1,0,9
1121,bar service,8,1,0,9
1122,osso bucco,8,1,0,9
1123,bake good,8,1,0,9
1124,krust,8,1,0,9
1125,paranthas,8,1,0,9
1126,chinese broccoli,8,0,1,9
1127,trout,8,0,1,9
1128,cobbler,8,0,1,9
1129,pho broth,8,0,1,9
1130,muhammara,8,0,1,9
1131,arroz chaufa,8,0,1,9
1132,plant,7,2,0,9
1133,monkfish,7,2,0,9
1134,tomato sauce,7,2,0,9
1135,olive garden,7,2,0,9
1136,gnocchi soup,7,2,0,9
1137,pretzel,7,1,1,9
1138,chicken sandwich,7,1,1,9
1139,comida,7,1,1,9
1140,breakfast burrito,7,1,1,9
1141,tilapia,7,1,1,9
1142,oatmeal,7,1,1,9
1143,labne,7,0,2,9
1144,rice ball,7,0,2,9
1145,alfredo pasta,7,0,2,9
1146,seafood salad,7,0,2,9
1147,udon noodle,6,3,0,9
1148,food variety,6,3,0,9
1149,breakfast food,6,3,0,9
1150,customer,6,3,0,9
1151,smoothie,6,3,0,9
1152,chicha morada,6,3,0,9
1153,pilaf,6,2,1,9
1154,help,6,2,1,9
1155,gratin,6,2,1,9
1156,duck confit,6,2,1,9
1157,orange juice,6,2,1,9
1158,french,6,1,2,9
1159,tartar,6,1,2,9
1160,chicken lollipop,6,1,2,9
1161,grub,6,1,2,9
1162,miso,6,1,2,9
1163,temp,6,1,2,9
1164,chicken roast,6,1,2,9
1165,cheese cake,6,1,2,9
1166,hot dog,5,3,1,9
1167,accompaniment,5,2,2,9
1168,kebob,5,2,2,9
1169,gobi,5,2,2,9
1170,tom kha,5,1,3,9
1171,reuben,5,1,3,9
1172,fillet mignon,5,1,3,9
1173,scramble egg,5,0,4,9
1174,business,4,5,0,9
1175,system,4,5,0,9
1176,batter,4,5,0,9
1177,scent,4,5,0,9
1178,dinner roll,4,5,0,9
1179,dance floor,4,4,1,9
1180,shawerma,4,3,2,9
1181,mahi mahi,4,3,2,9
1182,matka gosht,4,2,3,9
1183,mariscada,3,6,0,9
1184,corn,3,6,0,9
1185,baguette,3,4,2,9
1186,bbq pork,3,4,2,9
1187,nan,3,3,3,9
1188,mutton,3,3,3,9
1189,top,3,3,3,9
1190,comedy,3,2,4,9
1191,milk,2,6,1,9
1192,hair,2,6,1,9
1193,lot,2,5,2,9
1194,seat arrangement,2,5,2,9
1195,machine,1,8,0,9
1196,mask,1,7,1,9
1197,menu price,1,4,4,9
1198,knife,0,9,0,9
1199,thai iced tea,8,0,0,8
1200,fireplace,8,0,0,8
1201,rooftop,8,0,0,8
1202,jazz,8,0,0,8
1203,screen,8,0,0,8
1204,energy,8,0,0,8
1205,rajesh,8,0,0,8
1206,cuban food,8,0,0,8
1207,custard,7,1,0,8
1208,ice coffee,7,1,0,8
1209,vegetarian dish,7,1,0,8
1210,package,7,1,0,8
1211,quenelle,7,1,0,8
1212,wine pairing,7,1,0,8
1213,drink special,7,1,0,8
1214,tartufo,7,1,0,8
1215,mocktails,7,1,0,8
1216,crispy duck wing,7,1,0,8
1217,enviroment,7,1,0,8
1218,tacacho,7,1,0,8
1219,shish,7,0,1,8
1220,dance,7,0,1,8
1221,pork soup dumpling,7,0,1,8
1222,zeppoles,7,0,1,8
1223,dinning,7,0,1,8
1224,zuppa toscana,7,0,1,8
1225,lebanese,7,0,1,8
1226,breakfast sandwich,7,0,1,8
1227,birria taco,7,0,1,8
1228,personal,6,2,0,8
1229,chief,6,2,0,8
1230,shrimp dumpling,6,2,0,8
1231,hot chocolate,6,2,0,8
1232,haleem,6,2,0,8
1233,cannolis,6,2,0,8
1234,lebni,6,1,1,8
1235,eel,6,1,1,8
1236,short,6,1,1,8
1237,octopus appetizer,6,1,1,8
1238,meat dish,6,1,1,8
1239,tail,6,1,1,8
1240,tent,6,1,1,8
1241,meat sauce,6,1,1,8
1242,blt,6,1,1,8
1243,tres leche,6,1,1,8
1244,mule,6,0,2,8
1245,dimsums,6,0,2,8
1246,lit,6,0,2,8
1247,vietnamese,6,0,2,8
1248,terrine,6,0,2,8
1249,beef rib,5,3,0,8
1250,freshness,5,3,0,8
1251,siu mai,5,2,1,8
1252,grilled meat,5,2,1,8
1253,kebobs,5,2,1,8
1254,cover,5,2,1,8
1255,seafood tower,5,2,1,8
1256,spinach pie,5,2,1,8
1257,mezzes,5,1,2,8
1258,couch,5,1,2,8
1259,falafel sandwich,5,1,2,8
1260,chole bhature,5,1,2,8
1261,blintz,5,1,2,8
1262,crudo,5,1,2,8
1263,saganaki,5,1,2,8
1264,tiffin,5,1,2,8
1265,fun,5,0,3,8
1266,tagine,5,0,3,8
1267,diet,4,3,1,8
1268,icecream,4,3,1,8
1269,lamp,4,3,1,8
1270,pick,4,3,1,8
1271,roast,4,2,2,8
1272,skewer,4,2,2,8
1273,coat,4,2,2,8
1274,poke,4,2,2,8
1275,valet park,4,2,2,8
1276,butter chicken,4,2,2,8
1277,nigiri,4,2,2,8
1278,pad,4,1,3,8
1279,salad bar,4,0,4,8
1280,prep,3,5,0,8
1281,container,3,4,1,8
1282,sirloin,3,4,1,8
1283,briyani,3,4,1,8
1284,sour chicken,3,3,2,8
1285,scarpariello,3,3,2,8
1286,tabouli,3,2,3,8
1287,lentil,3,2,3,8
1288,pan,3,2,3,8
1289,couscous,3,2,3,8
1290,borsch,3,1,4,8
1291,brisket,2,5,1,8
1292,tray,2,5,1,8
1293,open,2,4,2,8
1294,delivery man,2,3,3,8
1295,mouse,1,7,0,8
1296,pasta sauce,1,7,0,8
1297,rule,1,7,0,8
1298,tab,1,5,2,8
1299,edamame,1,5,2,8
1300,schedule,1,5,2,8
1301,glove,1,4,3,8
1302,lunchtime,1,3,4,8
1303,chopstick,0,8,0,8
1304,roach,0,8,0,8
1305,air conditioning,0,8,0,8
1306,surcharge,0,6,2,8
1307,personality,7,0,0,7
1308,friend,7,0,0,7
1309,salta,7,0,0,7
1310,haneez,7,0,0,7
1311,serf,7,0,0,7
1312,desserts,7,0,0,7
1313,sitting,7,0,0,7
1314,fried,7,0,0,7
1315,penne a la vodka,7,0,0,7
1316,afghani,7,0,0,7
1317,delicacy,7,0,0,7
1318,tour,7,0,0,7
1319,performance,7,0,0,7
1320,variety of food,7,0,0,7
1321,market,7,0,0,7
1322,veal chop,7,0,0,7
1323,vegan food,7,0,0,7
1324,momo ' s,7,0,0,7
1325,greek food,7,0,0,7
1326,cubanos,7,0,0,7
1327,fried fish,6,1,0,7
1328,stuffed cabbage,6,1,0,7
1329,rice pudding,6,1,0,7
1330,range,6,1,0,7
1331,vermicelli,6,1,0,7
1332,rice dish,6,1,0,7
1333,smile,6,1,0,7
1334,bottom,6,1,0,7
1335,dessert platter,6,1,0,7
1336,maitre d,6,1,0,7
1337,beef tartare,6,1,0,7
1338,burrata appetizer,6,1,0,7
1339,sancocho,6,1,0,7
1340,pizzeria,6,1,0,7
1341,carrot cake,6,0,1,7
1342,crab dish,6,0,1,7
1343,kee - mao,6,0,1,7
1344,massaman,6,0,1,7
1345,good,6,0,1,7
1346,buddha,6,0,1,7
1347,premise,6,0,1,7
1348,white,6,0,1,7
1349,puff,6,0,1,7
1350,shawarma sandwich,6,0,1,7
1351,french dip,6,0,1,7
1352,croque madame,6,0,1,7
1353,tapas,6,0,1,7
1354,grilled cheese,6,0,1,7
1355,shepherd pie,6,0,1,7
1356,chicken tikka,6,0,1,7
1357,mango lassi,6,0,1,7
1358,turf,6,0,1,7
1359,tequila,6,0,1,7
1360,anticuchos,6,0,1,7
1361,fois gras,5,2,0,7
1362,wrapper,5,2,0,7
1363,leftover,5,2,0,7
1364,salmon roll,5,2,0,7
1365,sprout,5,2,0,7
1366,lobster bisque,5,2,0,7
1367,furnishing,5,2,0,7
1368,tres lech cake,5,2,0,7
1369,attire,5,1,1,7
1370,grape leave,5,1,1,7
1371,shu mai,5,1,1,7
1372,iced coffee,5,1,1,7
1373,pastrami sandwich,5,1,1,7
1374,seabass,5,1,1,7
1375,ribeye steak,5,1,1,7
1376,chilaquiles,5,1,1,7
1377,carne asada,5,1,1,7
1378,arancini,5,1,1,7
1379,profiterole,5,0,2,7
1380,hot pot,5,0,2,7
1381,fish dish,5,0,2,7
1382,booze,5,0,2,7
1383,pepper steak,5,0,2,7
1384,cheese plate,5,0,2,7
1385,nehari,5,0,2,7
1386,vada pav,5,0,2,7
1387,beyti,5,0,2,7
1388,cheeseburger deluxe,4,3,0,7
1389,vodka,4,3,0,7
1390,chilli,4,3,0,7
1391,canoli,4,3,0,7
1392,meet,4,2,1,7
1393,soup base,4,2,1,7
1394,mint,4,2,1,7
1395,makloubeh,4,2,1,7
1396,okra,4,2,1,7
1397,caviar,4,2,1,7
1398,ceasar salad,4,2,1,7
1399,broccoli rabe,4,2,1,7
1400,muffin,4,2,1,7
1401,parmigiano,4,2,1,7
1402,cut,4,2,1,7
1403,baba ghanouj,4,1,2,7
1404,fish fry,4,1,2,7
1405,rasmalai,4,1,2,7
1406,cheesesteak,4,0,3,7
1407,coctails,4,0,3,7
1408,hash,4,0,3,7
1409,piano,4,0,3,7
1410,speed,3,4,0,7
1411,date,3,3,1,7
1412,salad dress,3,3,1,7
1413,shish kabob,3,3,1,7
1414,fortune cooky,3,3,1,7
1415,hollandaise,3,3,1,7
1416,catfish strip,3,3,1,7
1417,strudel,3,2,2,7
1418,flight,3,2,2,7
1419,tso,3,1,3,7
1420,up,3,1,3,7
1421,shrimp ball,3,1,3,7
1422,clam chowder,3,1,3,7
1423,carpaccio,3,0,4,7
1424,a / c,2,5,0,7
1425,greet,2,5,0,7
1426,chicken nugget,2,4,1,7
1427,eggplant parmigiana,2,4,1,7
1428,bus,2,3,2,7
1429,nachos,2,1,4,7
1430,eggroll,1,6,0,7
1431,training,1,6,0,7
1432,bag,1,5,1,7
1433,ketchup,1,5,1,7
1434,halwa,1,4,2,7
1435,baked ziti,1,4,2,7
1436,wait list,1,3,3,7
1437,salt,0,7,0,7
1438,flavorless,0,7,0,7
1439,fried flounder,6,0,0,6
1440,chef / owner,6,0,0,6
1441,shot,6,0,0,6
1442,happy hour deal,6,0,0,6
1443,bang,6,0,0,6
1444,tune,6,0,0,6
1445,spirit,6,0,0,6
1446,sake selection,6,0,0,6
1447,duck salad,6,0,0,6
1448,kebab platter,6,0,0,6
1449,process,6,0,0,6
1450,patio area,6,0,0,6
1451,dining experience,6,0,0,6
1452,american,6,0,0,6
1453,italian dish,6,0,0,6
1454,torte,6,0,0,6
1455,lunch combo,6,0,0,6
1456,whiskey,6,0,0,6
1457,panna cotta,6,0,0,6
1458,brioche,6,0,0,6
1459,lamp chop,6,0,0,6
1460,and,6,0,0,6
1461,burrito bowl,6,0,0,6
1462,supermarket,6,0,0,6
1463,chapli kebab,6,0,0,6
1464,offering,5,1,0,6
1465,theme,5,1,0,6
1466,demeanor,5,1,0,6
1467,pinot noir,5,1,0,6
1468,chicken pad thai,5,1,0,6
1469,cosmopolitan,5,1,0,6
1470,patron,5,1,0,6
1471,masaman curry,5,1,0,6
1472,foood,5,1,0,6
1473,salmon tartare,5,1,0,6
1474,mix,5,1,0,6
1475,bandeja paisa,5,1,0,6
1476,malai kofta,5,1,0,6
1477,potion,5,1,0,6
1478,tuna steak,5,1,0,6
1479,pizza pie,5,1,0,6
1480,delmonico,5,1,0,6
1481,meze,5,1,0,6
1482,chashu,5,1,0,6
1483,colada,5,0,1,6
1484,muscle,5,0,1,6
1485,mousse cake,5,0,1,6
1486,proprietor,5,0,1,6
1487,duck roll,5,0,1,6
1488,ezme,5,0,1,6
1489,hummus appetizer,5,0,1,6
1490,crisp,5,0,1,6
1491,refreshment,5,0,1,6
1492,xiaolongbao,5,0,1,6
1493,social,5,0,1,6
1494,mansaf,5,0,1,6
1495,shrimp tempura,5,0,1,6
1496,moscow mule,5,0,1,6
1497,tortas,5,0,1,6
1498,breakfast option,5,0,1,6
1499,mole,5,0,1,6
1500,bihari,5,0,1,6
1501,bistec,5,0,1,6
1502,duck dish,4,2,0,6
1503,cocktail list,4,2,0,6
1504,lamb meat,4,2,0,6
1505,flavoring,4,2,0,6
1506,breast,4,2,0,6
1507,puri,4,2,0,6
1508,serving staff,4,2,0,6
1509,stuffed mushroom,4,2,0,6
1510,pasta fagioli,4,2,0,6
1511,rogan josh,4,2,0,6
1512,jollof,4,2,0,6
1513,fish fillet,4,1,1,6
1514,pot,4,1,1,6
1515,eggrolls,4,1,1,6
1516,pad see eiw,4,1,1,6
1517,eggplant salad,4,1,1,6
1518,cold noodle,4,1,1,6
1519,margs,4,1,1,6
1520,pepperoni,4,1,1,6
1521,pani puri,4,1,1,6
1522,papri chaat,4,1,1,6
1523,jukebox,4,1,1,6
1524,dal makhni,4,1,1,6
1525,eye,4,1,1,6
1526,salami,4,1,1,6
1527,chicha,4,1,1,6
1528,comedy show,4,1,1,6
1529,resturant,4,0,2,6
1530,grilled shrimp,4,0,2,6
1531,tomahawk steak,4,0,2,6
1532,cheese stick,4,0,2,6
1533,palak paneer,4,0,2,6
1534,consistency,3,3,0,6
1535,soy sauce,3,3,0,6
1536,shell,3,3,0,6
1537,kitchen staff,3,3,0,6
1538,weekend,3,2,1,6
1539,pace,3,2,1,6
1540,manu,3,2,1,6
1541,.,3,2,1,6
1542,lemon,3,2,1,6
1543,chicharron de pollo,3,2,1,6
1544,boneless wing,3,2,1,6
1545,vodka sauce,3,2,1,6
1546,courtesy,3,2,1,6
1547,porterhouse steak,3,2,1,6
1548,chicken wrap,3,2,1,6
1549,hakka noodle,3,2,1,6
1550,drinks,3,1,2,6
1551,steak frites,3,1,2,6
1552,encebollado,3,1,2,6
1553,keema,3,1,2,6
1554,minestrone,3,1,2,6
1555,francese,3,1,2,6
1556,bhaji,3,1,2,6
1557,bring,2,4,0,6
1558,boy,2,4,0,6
1559,sesame chicken,2,4,0,6
1560,mosquito,2,4,0,6
1561,glassware,2,4,0,6
1562,car,2,4,0,6
1563,syrup,2,4,0,6
1564,wait area,2,4,0,6
1565,chapati,2,4,0,6
1566,noodle roll,2,3,1,6
1567,straw,2,3,1,6
1568,shawarma platter,2,3,1,6
1569,oj,2,3,1,6
1570,arugula,2,3,1,6
1571,candied yam,2,2,2,6
1572,mash,2,1,3,6
1573,escalator,2,1,3,6
1574,service fee,1,5,0,6
1575,smoke,1,5,0,6
1576,chicken strip,1,5,0,6
1577,bone,1,4,1,6
1578,price tag,1,4,1,6
1579,entre,1,3,2,6
1580,shank,1,3,2,6
1581,rest room,1,3,2,6
1582,signage,1,3,2,6
1583,food flavor,1,2,3,6
1584,slaw,1,2,3,6
1585,bench,1,0,5,6
1586,prix fixe menu,1,0,5,6
1587,air conditioner,0,6,0,6
1588,fan,0,6,0,6
1589,napkins,0,6,0,6
1590,deposit,0,6,0,6
1591,customer service,0,6,0,6
1592,aisle,0,6,0,6
1593,website,0,6,0,6
1594,capacity,0,5,1,6
1595,rat,0,5,1,6
1596,wine glass,0,5,1,6
1597,money,0,5,1,6
1598,ventilation,0,5,1,6
1599,shoe,0,4,2,6
1600,kalbi,0,4,2,6
1601,fair,5,0,0,5
1602,medley,5,0,0,5
1603,sorrel,5,0,0,5
1604,oxtail roll,5,0,0,5
1605,chinese food,5,0,0,5
1606,shepherd salad,5,0,0,5
1607,doner kebab,5,0,0,5
1608,feast,5,0,0,5
1609,dragon,5,0,0,5
1610,red curry,5,0,0,5
1611,aquarium,5,0,0,5
1612,dolmas,5,0,0,5
1613,mucver,5,0,0,5
1614,selection of,5,0,0,5
1615,avocado toast,5,0,0,5
1616,pork roll,5,0,0,5
1617,banh mi sandwich,5,0,0,5
1618,sushi bar,5,0,0,5
1619,kra - pow puff,5,0,0,5
1620,severs,5,0,0,5
1621,service people,5,0,0,5
1622,locale,5,0,0,5
1623,aura,5,0,0,5
1624,fattoush salad,5,0,0,5
1625,service team,5,0,0,5
1626,habachi,5,0,0,5
1627,din experience,5,0,0,5
1628,backyard,5,0,0,5
1629,servicio,5,0,0,5
1630,treat,5,0,0,5
1631,cabbage roll,5,0,0,5
1632,stake,5,0,0,5
1633,fried artichoke,5,0,0,5
1634,mediterranean,5,0,0,5
1635,captain,5,0,0,5
1636,jazz band,5,0,0,5
1637,event,5,0,0,5
1638,shepherd ' s pie,5,0,0,5
1639,shrimp combo,5,0,0,5
1640,vegan platter,5,0,0,5
1641,jamun,5,0,0,5
1642,italian food,5,0,0,5
1643,jjambbong,5,0,0,5
1644,paneer tikka masala,5,0,0,5
1645,sicilian slice,5,0,0,5
1646,marinade,5,0,0,5
1647,spanakopita,5,0,0,5
1648,drum,5,0,0,5
1649,steak bite,5,0,0,5
1650,blanket,5,0,0,5
1651,portuguese,5,0,0,5
1652,mango,5,0,0,5
1653,laphing,5,0,0,5
1654,pupusa,5,0,0,5
1655,dibi,5,0,0,5
1656,jerk pork,5,0,0,5
1657,produce section,5,0,0,5
1658,all,5,0,0,5
1659,gulab jamun,5,0,0,5
1660,chicken platter,5,0,0,5
1661,mix grill platter,4,1,0,5
1662,promotion,4,1,0,5
1663,display,4,1,0,5
1664,crab meat,4,1,0,5
1665,pastrami,4,1,0,5
1666,check in,4,1,0,5
1667,wagyu,4,1,0,5
1668,musakhan,4,1,0,5
1669,brunch food,4,1,0,5
1670,eggplant dish,4,1,0,5
1671,kafta,4,1,0,5
1672,quenelles,4,1,0,5
1673,baby back rib,4,1,0,5
1674,food price,4,1,0,5
1675,halwa puri,4,1,0,5
1676,lambchop,4,1,0,5
1677,seekh kabab,4,1,0,5
1678,latke,4,1,0,5
1679,borscht soup,4,1,0,5
1680,spaghettini,4,1,0,5
1681,flank steak,4,1,0,5
1682,veggie combo,4,1,0,5
1683,food menu,4,1,0,5
1684,- chinese,4,1,0,5
1685,grill vegetable,4,1,0,5
1686,turnover,4,1,0,5
1687,toro,4,1,0,5
1688,mayo,4,1,0,5
1689,schwarma,4,1,0,5
1690,vegetarian selection,4,1,0,5
1691,brussels sprout salad,4,1,0,5
1692,tres leche cake,4,1,0,5
1693,pisco,4,1,0,5
1694,gappay,4,1,0,5
1695,chimichangas,4,1,0,5
1696,fried wonton,4,0,1,5
1697,course,4,0,1,5
1698,chicken shish,4,0,1,5
1699,flavor profile,4,0,1,5
1700,green curry,4,0,1,5
1701,curry noodle,4,0,1,5
1702,sweet tea,4,0,1,5
1703,lamb adana,4,0,1,5
1704,chicken shish kebab,4,0,1,5
1705,egg plant,4,0,1,5
1706,ny strip,4,0,1,5
1707,sunset,4,0,1,5
1708,baked good,4,0,1,5
1709,grill fish,4,0,1,5
1710,performer,4,0,1,5
1711,lomo salteado,4,0,1,5
1712,flor de mayo,4,0,1,5
1713,veal saltimbocca,4,0,1,5
1714,gyro platter,4,0,1,5
1715,pan con tomate,4,0,1,5
1716,background music,4,0,1,5
1717,rib eye steak,4,0,1,5
1718,chettinad,4,0,1,5
1719,soup salad,4,0,1,5
1720,tikki masala,4,0,1,5
1721,spritz,4,0,1,5
1722,tib,4,0,1,5
1723,parotta,4,0,1,5
1724,fried plantain,4,0,1,5
1725,surf,4,0,1,5
1726,mousaka,4,0,1,5
1727,site,4,0,1,5
1728,tagliatelle bolognese,4,0,1,5
1729,pear,4,0,1,5
1730,taco de birria,4,0,1,5
1731,saltfish,3,2,0,5
1732,seating arrangement,3,2,0,5
1733,salads,3,2,0,5
1734,meatballs,3,2,0,5
1735,attendance,3,2,0,5
1736,pigeon,3,2,0,5
1737,plantains,3,2,0,5
1738,negroni,3,2,0,5
1739,shrimp dish,3,2,0,5
1740,hooka,3,2,0,5
1741,sundubu,3,2,0,5
1742,babaghanoush,3,2,0,5
1743,hollandaise sauce,3,2,0,5
1744,dessert menu,3,2,0,5
1745,doorman,3,2,0,5
1746,pizza crust,3,2,0,5
1747,kadai,3,2,0,5
1748,spinach roll,3,2,0,5
1749,sizzler,3,2,0,5
1750,dim sum dish,3,2,0,5
1751,aji,3,2,0,5
1752,aji de gallina,3,2,0,5
1753,rendang,3,2,0,5
1754,sour pork,3,1,1,5
1755,herb,3,1,1,5
1756,bao,3,1,1,5
1757,mein,3,1,1,5
1758,grape leaf,3,1,1,5
1759,hot wing,3,1,1,5
1760,philly cheese steak,3,1,1,5
1761,curry shrimp,3,1,1,5
1762,fish taco,3,1,1,5
1763,dessert selection,3,1,1,5
1764,shawarmas,3,1,1,5
1765,cerviche,3,1,1,5
1766,fixture,3,1,1,5
1767,veal parmigiana,3,1,1,5
1768,shisha,3,1,1,5
1769,pour,3,1,1,5
1770,gnocci soup,3,1,1,5
1771,soup / salad,3,1,1,5
1772,table arrangement,3,1,1,5
1773,fettuccini alfredo,3,1,1,5
1774,yucca,3,1,1,5
1775,pic,3,1,1,5
1776,balsamic,3,1,1,5
1777,noodles,3,1,1,5
1778,gamjatang,3,1,1,5
1779,chicharron,3,1,1,5
1780,kalguksu,3,1,1,5
1781,cold dish,3,0,2,5
1782,game,3,0,2,5
1783,charcuterie,3,0,2,5
1784,prosecco,3,0,2,5
1785,quiche,3,0,2,5
1786,shop,3,0,2,5
1787,luncheon,3,0,2,5
1788,devil egg,3,0,2,5
1789,abalone,3,0,2,5
1790,ramens,3,0,2,5
1791,pork bone,3,0,2,5
1792,saltado,3,0,2,5
1793,waitors,2,3,0,5
1794,fried noodle,2,3,0,5
1795,chickpea,2,3,0,5
1796,organization,2,3,0,5
1797,sabji,2,3,0,5
1798,wasabi,2,3,0,5
1799,lychee,2,2,1,5
1800,happy,2,2,1,5
1801,steak fry,2,2,1,5
1802,bbq rib,2,2,1,5
1803,toll,2,2,1,5
1804,calzone,2,2,1,5
1805,fire place,2,2,1,5
1806,meat ball,2,2,1,5
1807,fish quality,2,2,1,5
1808,falafel platter,2,2,1,5
1809,you,2,2,1,5
1810,lomein,2,1,2,5
1811,flatware,2,1,2,5
1812,steaks,2,1,2,5
1813,half chicken,2,1,2,5
1814,poori,2,1,2,5
1815,patatas bravas,2,1,2,5
1816,chicken liver,2,1,2,5
1817,corn beef hash,2,1,2,5
1818,chicken curry,2,1,2,5
1819,spiciness,2,0,3,5
1820,trivia,2,0,3,5
1821,wiener schnitzel,2,0,3,5
1822,bakery item,2,0,3,5
1823,park lot,1,4,0,5
1824,coke,1,4,0,5
1825,aftertaste,1,4,0,5
1826,leg,1,4,0,5
1827,desert menu,1,4,0,5
1828,chiken,1,4,0,5
1829,arrive,1,4,0,5
1830,garbage,1,4,0,5
1831,servant,1,4,0,5
1832,supervisor,1,4,0,5
1833,sushi rice,1,4,0,5
1834,umbrella,1,3,1,5
1835,label,1,3,1,5
1836,gas,1,3,1,5
1837,spanish,1,3,1,5
1838,chicken francaise,1,3,1,5
1839,side order,1,3,1,5
1840,bartending,1,3,1,5
1841,yaroa,1,3,1,5
1842,mixed vegetable,1,2,2,5
1843,wait period,1,2,2,5
1844,clam casino,1,2,2,5
1845,okonomiyaki,1,2,2,5
1846,knot,1,0,4,5
1847,flooring,0,5,0,5
1848,water glass,0,5,0,5
1849,sofa,0,5,0,5
1850,air condition,0,5,0,5
1851,speaker,0,4,1,5
1852,paint,0,4,1,5
1853,dress code,0,3,2,5
1854,chirashi,0,1,4,5
1855,sichuan,4,0,0,4
1856,happy hour drink,4,0,0,4
1857,pina coladas,4,0,0,4
1858,wellington,4,0,0,4
1859,lamb stew,4,0,0,4
